attempt_id	species_id	memory_score_k10
546	f0e59c04886f21ba8c96fe168210edfa79bba10ed23700a89fb4bc9edf86fb02	-0.1271069171322119
547	2fe92ce2c9fc80fb0ef500e1d47f32d6f6e3611598be881d19cd0be92095edb0	-0.020893006300295225
552	4a552f363a62379052455f4849a63e7b6ce2d2fd43659d68201e9454cd3a603a	-4.086586877374926
554	41b988ac9369701a2c0db5d4ca3df769f155177fcd07fb88d31ff8e334639894	-1.9341326555776033
555	b1c8d5498984df359d9e55b7a4bbe47d411bd38c063142469f9ae542a8ce15cd	-0.014779374682164725
556	fdcccb966cee895212f68a6aef7b778a63736de11381d7f310b78297086fa126	-0.41848360779000804
560	1a1d23e3c4fc6bba69d457f78fc6fd83d2fd1b6540ff10ddfe787efe31bb77ef	-0.596286495372816
561	d4550999ffa85e212b1d0f223bb20f5203d24c12c6a9110bc6cdfe23e3849ac5	-0.09774002304449825
563	f0061ad1ca583d27d7317629727607948013170642fee88f1405313f84512335	-0.4438441079746842
566	435976d864f49a74583186c01998173a9b4982cce1066f407988a6e7dc781e3d	-13.861643115176937
567	ad44722fa6b8148964f80bd0d6489742d88ef4b8ce88bde6ba1b32eff16545fe	-0.08343151445632868
